date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:01:23	121222/121222	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Aug%202022%2002:01:21%20GMT	https://naturahimalaia.space/vsl2	C:/Users/George/Desktop/despertarsaude/GOTA%20DO%20HIMALAIA/DOWNLOAD%20DA%20PAGINA/S/naturahimalaia.space/vsl2.html	(from )
23:01:23	53/53	---M--	200	added ('OK')	text/plain	date:Thu,%2004%20Aug%202022%2022:18:06%20GMT	https://naturahimalaia.space/robots.txt		(from )
23:01:23	39947/39947	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Jul%202022%2002:57:26%20GMT	https://naturahimalaia.space/file/fav.png	C:/Users/George/Desktop/despertarsaude/GOTA%20DO%20HIMALAIA/DOWNLOAD%20DA%20PAGINA/S/naturahimalaia.space/file/fav.png	(from https://naturahimalaia.space/vsl2)
23:01:23	110251/110251	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Aug%202022%2002:01:23%20GMT	https://naturahimalaia.space/file/logo.jpg	C:/Users/George/Desktop/despertarsaude/GOTA%20DO%20HIMALAIA/DOWNLOAD%20DA%20PAGINA/S/naturahimalaia.space/file/logo.html	(from https://naturahimalaia.space/vsl2)
23:01:24	3229/3229	---M-Z	200	added ('OK')	text/css	date:Tue,%2002%20Aug%202022%2014:24:16%20GMT	https://naturahimalaia.space/libs/main.css?v220812123116	C:/Users/George/Desktop/despertarsaude/GOTA%20DO%20HIMALAIA/DOWNLOAD%20DA%20PAGINA/S/naturahimalaia.space/libs/main4be7.css	(from https://naturahimalaia.space/vsl2)
23:01:24	3574/3574	---M-Z	200	added ('OK')	text/css	date:Tue,%2026%20Jul%202022%2022:51:04%20GMT	https://naturahimalaia.space/libs/header.css?v220812123116	C:/Users/George/Desktop/despertarsaude/GOTA%20DO%20HIMALAIA/DOWNLOAD%20DA%20PAGINA/S/naturahimalaia.space/libs/header4be7.css	(from https://naturahimalaia.space/vsl2)
23:01:24	133511/133511	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Aug%202022%2002:01:24%20GMT	https://naturahimalaia.space/	C:/Users/George/Desktop/despertarsaude/GOTA%20DO%20HIMALAIA/DOWNLOAD%20DA%20PAGINA/S/naturahimalaia.space/index.html	(from https://naturahimalaia.space/vsl2)
23:01:24	110251/110251	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Aug%202022%2002:01:24%20GMT	https://naturahimalaia.space/1	C:/Users/George/Desktop/despertarsaude/GOTA%20DO%20HIMALAIA/DOWNLOAD%20DA%20PAGINA/S/naturahimalaia.space/1.html	(from https://naturahimalaia.space/vsl2)
23:01:24	110251/110251	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Aug%202022%2002:01:24%20GMT	https://naturahimalaia.space/.	C:/Users/George/Desktop/despertarsaude/GOTA%20DO%20HIMALAIA/DOWNLOAD%20DA%20PAGINA/S/naturahimalaia.space/.html	(from https://naturahimalaia.space/vsl2)
23:01:25	133511/133511	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Aug%202022%2002:01:24%20GMT	https://naturahimalaia.space/0	C:/Users/George/Desktop/despertarsaude/GOTA%20DO%20HIMALAIA/DOWNLOAD%20DA%20PAGINA/S/naturahimalaia.space/0.html	(from https://naturahimalaia.space/vsl2)
23:01:25	18694/18694	---M-Z	200	added ('OK')	text/css	date:Fri,%2005%20Aug%202022%2016:02:54%20GMT	https://naturahimalaia.space/libs/out.css?v220812123116	C:/Users/George/Desktop/despertarsaude/GOTA%20DO%20HIMALAIA/DOWNLOAD%20DA%20PAGINA/S/naturahimalaia.space/libs/out4be7.css	(from https://naturahimalaia.space/vsl2)
23:01:25	101981/101981	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2015%20Aug%202022%2002:01:25%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Users/George/Desktop/despertarsaude/GOTA%20DO%20HIMALAIA/DOWNLOAD%20DA%20PAGINA/S/connect.facebook.net/en_US/fbevents.js	(from https://naturahimalaia.space/vsl2)
